Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
11/04/2015,NISS,LL,,WHI,A787037,IL,10300 S. Doty,(773) 568-8495,2776003
11/04/2015,OLDS,LL,,BLK,,IL,10300 S. Doty,(773) 785-9752,1715654
11/04/2015,PONT,2D,GRM,BLK,157S110,IL,10300 S. Doty,(773) 568-8495,2776010
11/04/2015,PONT,4D,,MAR,Z155171,IL,10300 S. Doty,(773) 568-8495,2775983
11/04/2015,PONT,LL,,YEL,Z483712,IL,10300 S. Doty,(773) 568-8495,2775997
11/04/2015,SATR,4D,,RED,P241684,IL,10300 S. Doty,(773) 568-8495,468320
11/04/2015,SUZI,MC,,RED,,IL,701 N. Sacramento,(773) 265-7605,6830786
11/04/2015,TOYT,4D,COA,TAN,,IL,701 N. Sacramento,(773) 265-7605,6830807
11/04/2015,TOYT,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2776006
11/04/2015,TOYT,4D,,MAR,E685184,IL,701 N. Sacramento,(773) 265-7605,6830862
11/04/2015,TOYT,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,6830860
11/04/2015,VOLK,4D,,BLK,S948058,IL,10300 S. Doty,(773) 568-8495,2775979
11/04/2015,VOLK,4D,,BLK,P865486,IL,701 N. Sacramento,(773) 265-7605,6830800
11/04/2015,VOLK,4D,,BLU,S698100,IL,701 N. Sacramento,(773) 265-7605,6830850
11/03/2015,AUDI,4D,,SIL,Y746484,IL,10300 S. Doty,(773) 568-8495,2775961
11/03/2015,BMW,LL,,RED,YYS0SRS,IL,701 N. Sacramento,(773) 265-7605,6830751
11/03/2015,CADI,4D,,GRY,V324931,IL,701 N. Sacramento,(773) 265-7605,6830689
11/03/2015,CADI,LL,,BLK,D854796,IN,10300 S. Doty,(773) 568-8495,2775953
11/03/2015,CHEV,2D,CAV,SIL,790JDA,IN,10300 S. Doty,(773) 568-8495,2775939
11/03/2015,CHEV,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2775937
11/03/2015,CHEV,4D,,MAR,P943955,IL,701 N. Sacramento,(773) 265-7605,6830757
11/03/2015,CHEV,4D,,GRY,849XNX,WI,10300 S. Doty,(773) 568-8495,2775962
11/03/2015,CHEV,4D,,BLU,E685273,IL,701 N. Sacramento,(773) 265-7605,6830698
11/03/2015,CHEV,4D,,RED,S224748,IL,701 N. Sacramento,(773) 265-7605,6830770
11/03/2015,CHEV,4D,,BLK,E442787,IL,10300 S. Doty,(773) 568-8495,2775969
11/03/2015,CHEV,4D,,MAR,P668936,IL,10300 S. Doty,(773) 568-8495,2775955
11/03/2015,CHEV,4D,,WHI,Y878999,IL,701 N. Sacramento,(773) 265-7605,6830688
11/03/2015,CHEV,LL,,WHI,E650890,IL,10300 S. Doty,(773) 568-8495,2775952
11/03/2015,CHEV,VN,,,,IL,701 N. Sacramento,(773) 265-7605,6830771
11/03/2015,DODG,LL,CVN,BLU,Y719600,IL,10300 S. Doty,(773) 568-8495,2775938
11/03/2015,DODG,LL,DUR,WHI,Y807357,IL,10300 S. Doty,(773) 568-8495,2775947
11/03/2015,DODG,LL,,GRN,175S860,IL,10300 S. Doty,(773) 568-8495,2775920
11/03/2015,DODG,VN,,GRN,V468363,IL,701 N. Sacramento,(773) 265-7605,6830746
11/03/2015,DODG,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2775965
11/03/2015,DODG,VN,CVN,WHI,S116405,IL,701 N. Sacramento,(773) 265-7605,6830703
11/03/2015,GMC,VN,,GRN,S373742,IL,701 N. Sacramento,(773) 265-7605,6830765
11/03/2015,HOND,2D,,BLK,N230380,IL,701 N. Sacramento,(773) 265-7605,6830721
11/03/2015,JEEP,LL,,BRO,E820716,IL,701 N. Sacramento,(773) 265-7605,6830722
11/03/2015,NIAG,4D,,GRY,V532035,IL,701 N. Sacramento,(773) 265-7605,6830734
11/03/2015,NISS,4D,,BLK,R792198,IL,10300 S. Doty,(773) 568-8495,2775972
11/03/2015,NISS,4D,,TAN,292S501,IL,10300 S. Doty,(773) 568-8495,2775971
11/03/2015,NISS,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2775931
11/03/2015,OLDS,2D,,WHI,V760824,IL,701 N. Sacramento,(773) 265-7605,6830769
11/03/2015,OLDS,4D,,SIL,KORRNE1,IL,10300 S. Doty,(773) 568-8495,2775933
11/03/2015,OLDS,4D,INT,WHI,352S222,IL,10300 S. Doty,(773) 568-8495,2775944
11/03/2015,OLDS,LL,,TAN,S717969,IL,10300 S. Doty,(773) 568-8495,2775921
11/03/2015,PONT,4D,GRA,GRN,Y725140,IL,10300 S. Doty,(773) 568-8495,2775936
11/03/2015,PONT,4D,GRA,WHI,250S609,IL,10300 S. Doty,(773) 568-8495,2775948
11/03/2015,PONT,4D,,GRY,Z472624,IL,10300 S. Doty,(773) 568-8495,2775926
11/03/2015,PONT,4D,,RED,CLP0180,MI,10300 S. Doty,(773) 568-8495,2775923
11/03/2015,PONT,4D,,GRY,S910604,IL,10300 S. Doty,(773) 568-8495,2775974
11/03/2015,SUBA,LL,,GRY,N306338,IL,701 N. Sacramento,(773) 265-7605,6830737
11/03/2015,TOYT,2D,,GRN,L343797,IL,10300 S. Doty,(773) 568-8495,2775919
11/03/2015,TOYT,4D,,GRY,642XQR,IA,701 N. Sacramento,(773) 265-7605,6830730
11/03/2015,TOYT,4D,,WHI,V470179,IL,701 N. Sacramento,(773) 265-7605,6830729
11/03/2015,TOYT,4D,,BLK,R839916,IL,701 N. Sacramento,(773) 265-7605,6830749
11/03/2015,TOYT,LL,,WHI,NTRDMND,IL,701 N. Sacramento,(773) 265-7605,6830742
11/03/2015,VOLK,4D,,RED,E700616,IL,10300 S. Doty,(773) 568-8495,2775975
11/02/2015,ACUR,4T,,BLK,V842759,IL,10300 S. Doty,(773) 568-8495,2775905
11/02/2015,BUIC,4D,,WHI,382S690,IL,701 N. Sacramento,(773) 265-7605,6830639
11/02/2015,BUIC,LL,,TAN,480LXS,IN,10300 S. Doty,(773) 568-8495,2775872
11/02/2015,CHEV,2D,,GRN,Z155117,IL,701 N. Sacramento,(773) 265-7605,6830680
11/02/2015,CHEV,2D,,GRN,Y725689,IL,10300 S. Doty,(773) 568-8495,2775870
11/02/2015,CHEV,2T,,GRY,55293W,IL,10300 S. Doty,(773) 568-8495,2775910
11/02/2015,CHEV,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2775889
11/02/2015,CHEV,LL,,BLU,E596798,IL,701 N. Sacramento,(773) 265-7605,6830662
11/02/2015,CHEV,LL,,BLU,H678644,IL,10300 S. Doty,(773) 568-8495,2775899
11/02/2015,CHEV,LL,TK,BLU,Z469031,IL,10300 S. Doty,(773) 568-8495,2775882
11/02/2015,CHEV,VN,TK,WHI,448R721,IL,701 N. Sacramento,(773) 265-7605,6830652
11/02/2015,DODG,4D,,MAR,N654499,IL,10300 S. Doty,(773) 568-8495,2775918
11/02/2015,DODG,LL,,RED,E350957,IL,10300 S. Doty,(773) 568-8495,2775898
11/02/2015,FORD,4D,,BLK,E361637,IL,701 N. Sacramento,(773) 265-7605,468305
11/02/2015,FORD,4D,,RED,Y719342,IL,10300 S. Doty,(773) 568-8495,2775894
11/02/2015,FORD,LL,TK,SIL,S176262,IL,701 N. Sacramento,(773) 265-7605,6830656
11/02/2015,FORD,LL,,SIL,N665522,IL,10300 S. Doty,(773) 568-8495,2775893
11/02/2015,FORD,PK,,MAR,1301599B,IL,10300 S. Doty,(773) 568-8495,2775896
11/02/2015,FORD,PK,,WHI,1796266,IL,701 N. Sacramento,(773) 265-7605,6830641
11/02/2015,FORD,VN,,WHI,V611941,IL,10300 S. Doty,(773) 568-8495,2775908
11/02/2015,GMC,VN,,,L296442,IL,701 N. Sacramento,(773) 265-1846,1533981
11/02/2015,HOND,4D,,WHI,V826586,IL,10300 S. Doty,(773) 568-8495,2775891
11/02/2015,ISU,LL,,SIL,S223691,IL,10300 S. Doty,(773) 568-8495,2775883
11/02/2015,ISU,LL,,RED,Z149847,IL,701 N. Sacramento,(773) 265-7605,6830683
11/02/2015,JEEP,LL,,RED,V828439,IL,10300 S. Doty,(773) 568-8495,2775900
11/02/2015,LINC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2775865
11/02/2015,LINC,4D,,SIL,V514954,IL,10300 S. Doty,(773) 568-8495,2775890
11/02/2015,MERC,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2775906
11/02/2015,MERC,VN,TK,BLK,Y725241,IL,10300 S. Doty,(773) 568-8495,2775912
11/02/2015,MERZ,4D,,GRY,84236FF,IL,10300 S. Doty,(773) 568-8495,2775861
11/02/2015,MERZ,4D,,GRY,976VND,WI,10300 S. Doty,(773) 568-8495,2775915
11/02/2015,NISS,LL,,GRN,V337414,IL,701 N. Sacramento,(773) 265-7605,6830685
11/02/2015,OLDS,4D,,TAN,511LSW,IN,10300 S. Doty,(773) 568-8495,2775879
11/02/2015,PONT,2D,,RED,S894611,IL,10300 S. Doty,(773) 568-8495,2775914
11/02/2015,PONT,4D,,SIL,E149836,IL,10300 S. Doty,(773) 568-8495,2775868
11/02/2015,PONT,4D,,RED,DL6560,IL,701 N. Sacramento,(773) 265-7605,6830650
11/02/2015,PONT,4D,,BLK,L644711,IL,10300 S. Doty,(773) 568-8495,2775892
11/02/2015,PONT,4D,,GRY,N588355,IL,701 N. Sacramento,(773) 265-7605,6830640
11/02/2015,VOLK,4D,,SIL,Z198869,IL,10300 S. Doty,(773) 568-8495,2775878
11/01/2015,BUIC,4D,,RED,Z398141,IL,701 N. Sacramento,(773) 265-7605,6830631
11/01/2015,BUIC,4D,,TAN,E861600,IL,10300 S. Doty,(773) 568-8495,2775845
11/01/2015,BUIC,4D,,MAR,E596794,IL,10300 S. Doty,(773) 568-8495,2775851
11/01/2015,BUIC,4D,,WHI,E708948,IL,701 N. Sacramento,(773) 265-7605,6830609
11/01/2015,CHEV,2D,,PLE,302S272,IL,701 N. Sacramento,(773) 265-7605,6830615
11/01/2015,CHEV,4D,,TAN,E480017,IL,10300 S. Doty,(773) 568-8495,2775849
11/01/2015,CHEV,4D,,GRY,8931634,IL,701 N. Sacramento,(773) 265-7605,6830594
11/01/2015,CHEV,4D,,BLU,X322590,IL,10300 S. Doty,(773) 568-8495,2775818
11/01/2015,CHEV,PK,TK,SIL,1567610B,IL,10300 S. Doty,(773) 568-8495,2775815
11/01/2015,DODG,4D,,RED,447S101,IL,10300 S. Doty,(773) 568-8495,2775825
11/01/2015,DODG,4D,,GRY,E633296,IL,10300 S. Doty,(773) 568-8495,2775839
11/01/2015,FORD,LL,,TAN,444AIO,IN,10300 S. Doty,(773) 568-8495,2775850
11/01/2015,FORD,LL,TK,MAR,288592,IL,10300 S. Doty,(773) 568-8495,2775840
11/01/2015,FORD,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2775823
11/01/2015,FORD,PK,F15,BLU,1608850B,IL,10300 S. Doty,(773) 568-8495,2775809
11/01/2015,FORD,PK,,BLK,78215FF,IL,10300 S. Doty,(773) 568-8495,2775820
11/01/2015,FORD,VN,TK,TAN,E703851,IL,10300 S. Doty,(773) 568-8495,2775846
11/01/2015,FORD,VN,,GRN,Z240464,IL,701 N. Sacramento,(773) 265-7605,6830584
11/01/2015,GMC,LL,,GRN,S487276,IL,701 N. Sacramento,(773) 265-7605,6830586
11/01/2015,HOND,2D,,GRY,Z237481,IL,701 N. Sacramento,(773) 265-7605,6830630
11/01/2015,HOND,4D,,BLK,BMY3334,MI,701 N. Sacramento,(773) 265-7605,6830590
11/01/2015,HOND,4D,,WHI,R494444,IL,10300 S. Doty,(773) 568-8495,2775812
11/01/2015,HOND,4D,,SIL,S975818,IL,10300 S. Doty,(773) 568-8495,2775829
11/01/2015,HOND,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6830634
11/01/2015,INFI,2D,,RED,Z104486,IL,10300 S. Doty,(773) 568-8495,2775814
11/01/2015,INFI,4D,,GLD,S924047,IL,701 N. Sacramento,(773) 265-7605,6830591
11/01/2015,JEEP,LL,,GRN,E673753,IL,10300 S. Doty,(773) 568-8495,2775855
11/01/2015,KAWK,MC,,MAR,DV3809,IL,10300 S. Doty,(773) 568-8495,2775844
11/01/2015,LEXS,4D,,WHI,V595568,IL,701 N. Sacramento,(773) 265-7605,6830603
11/01/2015,MAZD,4D,,WHI,E710344,IL,701 N. Sacramento,(773) 265-7605,6830611
11/01/2015,NISS,4D,,SIL,H588626,IL,10300 S. Doty,(773) 568-8495,2775834
11/01/2015,NISS,4D,,RED,397S020,IL,10300 S. Doty,(773) 568-8495,2775832
11/01/2015,NISS,4D,,WHI,E276505,IL,10300 S. Doty,(773) 568-8495,2775830
11/01/2015,NISS,LL,TK,TAN,Z348830,IL,701 N. Sacramento,(773) 265-7605,6830627
11/01/2015,OLDS,4D,,BLK,00SHPF,IL,701 N. Sacramento,(773) 265-7605,6830619
11/01/2015,SATR,4D,,BLU,E407399,IL,701 N. Sacramento,(773) 265-7605,6830624
11/01/2015,SATR,4D,,BLK,S870009,IL,10300 S. Doty,(773) 568-8495,2775827
11/01/2015,SUZI,LL,,BLK,355S957,IL,10300 S. Doty,(773) 568-8495,2775842
11/01/2015,TOYT,4D,,GRY,H572868,IL,701 N. Sacramento,(773) 265-7605,6830621
11/01/2015,TOYT,LL,TK,RED,1587874-,IL,10300 S. Doty,(773) 568-8495,2775824
11/01/2015,,4D,,WHI,V516436,IL,10300 S. Doty,(773) 568-8495,2775813
10/31/2015,BMW,4D,,WHI,E758394,IL,10300 S. Doty,(773) 568-8495,2775751
10/31/2015,BUIC,4D,,TAN,8609641,IL,10300 S. Doty,(773) 568-8495,2775769
10/31/2015,BUIC,4D,,TAN,E688854,IL,701 N. Sacramento,(773) 265-7605,6830579
10/31/2015,BUIC,4D,,GRN,V846185,IL,701 N. Sacramento,(773) 265-7605,6830575
10/31/2015,BUIC,LL,TK,RED,V482161,IL,10300 S. Doty,(773) 568-8495,2775743
10/31/2015,BUIC,LL,TK,BLK,Y738629,IL,10300 S. Doty,(773) 568-8495,2775791
10/31/2015,CADI,4D,,GLD,FM1J7R,MO,10300 S. Doty,(773) 568-8495,2775740
10/31/2015,CADI,4D,,TAN,S917621,IL,701 N. Sacramento,(773) 265-7605,6830515
10/31/2015,CADI,LL,,BLK,N550510,IL,10300 S. Doty,(773) 568-8495,2775771
10/31/2015,CHEV,2D,,WHI,E693333,IL,10300 S. Doty,(773) 568-8495,2775744
10/31/2015,CHEV,2D,,WHI,S858877,IL,10300 S. Doty,(773) 568-8495,2775736
10/31/2015,CHEV,4D,,SIL,E996366,IL,701 N. Sacramento,(773) 265-7605,6830521
10/31/2015,CHEV,4D,,GRY,E238256,IL,701 N. Sacramento,(773) 265-7605,6830545
10/31/2015,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2775705
10/31/2015,CHEV,4D,,GLD,E516921,IL,701 N. Sacramento,(773) 265-7605,6830576
10/31/2015,CHEV,4D,,SIL,E704480,IL,10300 S. Doty,(773) 568-8495,2775782
10/31/2015,CHEV,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2775719
10/31/2015,CHEV,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6830539
10/31/2015,CHEV,LL,,BLU,S957972,IL,10300 S. Doty,(773) 568-8495,2775789
10/31/2015,CHEV,VN,TK,BLU,E358059,IL,701 N. Sacramento,(773) 265-7605,6830517
10/31/2015,CHEV,VN,,BLK,H728205,IL,10300 S. Doty,(773) 568-8495,2775778
10/31/2015,CHEV,VN,,RED,V686935,IL,10300 S. Doty,(773) 568-8495,2775734
10/31/2015,CHRY,4D,,BLK,E419780,IL,10300 S. Doty,(773) 568-8495,2775718
10/31/2015,CHRY,4D,,BLK,S316484,IL,400 E. Lower Wacker,(312) 744-7550,937148
10/31/2015,CHRY,4D,,GRY,V743310,IL,10300 S. Doty,(773) 568-8495,2775733
10/31/2015,CHRY,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6830543
10/31/2015,CHRY,4D,,SIL,PLB2668,GA,10300 S. Doty,(773) 568-8495,2775788
10/31/2015,DODG,4D,,GRN,V721931,IL,701 N. Sacramento,(773) 265-7605,6830554
10/31/2015,DODG,VN,TK,MAR,E392791,IL,701 N. Sacramento,(773) 265-7605,6830560
10/31/2015,DODG,VN,,WHI,S881507,IL,10300 S. Doty,(773) 568-8495,2775790
10/31/2015,DODG,VN,,RED,E155088,IL,10300 S. Doty,(773) 568-8495,2775735
10/31/2015,FORD,2D,,BLK,S870818,IL,10300 S. Doty,(773) 568-8495,2775721
10/31/2015,FORD,4D,,WHI,8619429,IL,10300 S. Doty,(773) 568-8495,2775780
10/31/2015,FORD,4D,,SIL,Z472535,IL,10300 S. Doty,(773) 568-8495,2775798
10/31/2015,FORD,4D,,BLK,168EVK,OR,400 E. Lower Wacker,(312) 744-7550,937149
10/31/2015,FORD,4D,,RED,00125247,IL,10300 S. Doty,(773) 568-8495,2775767
10/31/2015,FORD,LL,,GRN,S876714,IL,10300 S. Doty,(773) 568-8495,2775786
10/31/2015,FORD,LL,,GRN,Z451706,IL,701 N. Sacramento,(773) 265-7605,6830547
10/31/2015,FORD,PK,,WHI,1426079,IL,10300 S. Doty,(773) 568-8495,2775807
10/31/2015,FORD,VN,TK,GRN,Y759015,IL,10300 S. Doty,(773) 568-8495,2775799
10/31/2015,FORD,VN,,SIL,E278640,IL,10300 S. Doty,(773) 568-8495,2775758
10/31/2015,GMC,4D,,GRN,V605734,IL,10300 S. Doty,(773) 568-8495,2775715
10/31/2015,GMC,LL,TK,RED,V721530,IL,701 N. Sacramento,(773) 265-7605,6830578
10/31/2015,GMC,LL,,BLK,E607387,IL,10300 S. Doty,(773) 568-8495,2775755
10/31/2015,GMC,VN,TK,WHI,V776959,IL,10300 S. Doty,(773) 568-8495,2775762
10/31/2015,INFI,4D,,TAN,E391583,IL,10300 S. Doty,(773) 568-8495,2775801
10/31/2015,JEEP,LL,TK,BLU,Z143035,IL,10300 S. Doty,(773) 568-8495,2775726
10/31/2015,MERC,2D,,GRN,E871071,IL,701 N. Sacramento,(773) 265-7605,6830533
10/31/2015,MERC,4D,,SIL,E356946,IL,10300 S. Doty,(773) 568-8495,2775772
10/31/2015,MERC,4D,,BLK,E673673,IL,10300 S. Doty,(773) 568-8495,2775732
10/31/2015,MERC,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2775781
10/31/2015,MERC,VN,TK,BLU,Z469351,IL,10300 S. Doty,(773) 568-8495,2775806
10/31/2015,NISS,4D,,TAN,P444054,IL,10300 S. Doty,(773) 568-8495,2775774
10/31/2015,NISS,4D,,BLK,E726274,IL,10300 S. Doty,(773) 568-8495,2775763
10/31/2015,NISS,4D,,BLK,P265839,IL,10300 S. Doty,(773) 568-8495,2775739
10/31/2015,OLDS,4D,,BLU,S379982,IL,701 N. Sacramento,(773) 265-7605,6830556
10/31/2015,POND,PK,,BLK,343S011,IL,701 N. Sacramento,(773) 265-7605,6830516
10/31/2015,PONT,4D,,WHI,H265112,IL,10300 S. Doty,(773) 568-8495,2775709
10/31/2015,PONT,4D,,GRY,V337328,IL,10300 S. Doty,(773) 568-8495,2775753
10/31/2015,PONT,4D,,RED,V765116,IL,10300 S. Doty,(773) 568-8495,2775760
10/31/2015,PONT,4D,,TAN,E356587,IL,10300 S. Doty,(773) 568-8495,2775750
10/31/2015,PONT,4D,,BLK,E701888,IL,10300 S. Doty,(773) 568-8495,2775770
10/31/2015,PONT,LL,,WHI,S818617,IL,10300 S. Doty,(773) 568-8495,2775752
10/31/2015,PONT,VN,TK,WHI,E484840,IL,10300 S. Doty,(773) 568-8495,2775724
10/31/2015,PORS,LL,,GRY,E675591,IL,10300 S. Doty,(773) 568-8495,2775727
10/31/2015,TOYT,2D,,BLU,Y752873,IL,10300 S. Doty,(773) 568-8495,2775804
10/31/2015,TOYT,4D,,GRY,Z273847,IL,10300 S. Doty,(773) 568-8495,2775765
10/31/2015,TOYT,SW,,SIL,E481307,IL,701 N. Sacramento,(773) 265-7605,6830555
10/31/2015,VOLK,2D,,BLU,777RZB,KY,400 E. Lower Wacker,(312) 744-7550,937168
10/30/2015,BMW,4D,,GRN,V130074,IL,10300 S. Doty,(773) 568-8495,2775611
10/30/2015,BUIC,4D,,GRY,E357037,IL,701 N. Sacramento,(773) 265-7605,6830451
10/30/2015,BUIC,4D,,SIL,E700239,IL,701 N. Sacramento,(773) 265-7605,6830509
10/30/2015,BUIC,4D,,BLK,Z469004,IL,10300 S. Doty,(773) 568-8495,2775692
10/30/2015,BUIC,4D,,WHI,MV27814,WI,10300 S. Doty,(773) 568-8495,2775614
10/30/2015,BUIC,4D,,TAN,E353531,IL,10300 S. Doty,(773) 568-8495,2775649
10/30/2015,BUIC,4D,,GRY,Y746766,IL,701 N. Sacramento,(773) 265-7605,6830474
10/30/2015,BUIC,4D,,TAN,V513039,IL,701 N. Sacramento,(773) 265-7605,6830504
10/30/2015,CHEV,2D,,RED,939XFC,WI,701 N. Sacramento,(773) 265-7605,6830440
10/30/2015,CHEV,4D,,GRY,V677256,IL,701 N. Sacramento,(773) 265-7605,6830505
10/30/2015,CHEV,4D,,TAN,645WCB,WI,10300 S. Doty,(773) 568-8495,2775607
10/30/2015,CHEV,4D,,SIL,L933046,IL,10300 S. Doty,(773) 568-8495,2775671
10/30/2015,CHEV,4D,,BLU,Z275008,IL,10300 S. Doty,(773) 568-8495,2775591
10/30/2015,CHEV,4D,,WHI,E701866,IL,701 N. Sacramento,(773) 265-7605,6830479
10/30/2015,CHEV,4D,,SIL,Y720025,IL,10300 S. Doty,(773) 568-8495,2775599
10/30/2015,CHEV,4D,,BLK,Y742910,IL,10300 S. Doty,(773) 568-8495,2775700
10/30/2015,CHEV,4D,,BLK,678GET,IN,10300 S. Doty,(773) 568-8495,2775639
10/30/2015,CHEV,4D,,TAN,R443724,IL,10300 S. Doty,(773) 568-8495,2775637
10/30/2015,CHEV,4D,,BLU,N798163,IL,10300 S. Doty,(773) 568-8495,2775676
10/30/2015,CHEV,4D,,BLK,Y718451,IL,10300 S. Doty,(773) 568-8495,2775646
10/30/2015,CHEV,4D,,SIL,P992257,IL,400 E. Lower Wacker,(312) 744-7550,937129
10/30/2015,CHEV,4D,,WHI,S492184,IL,701 N. Sacramento,(773) 265-7605,6830480
10/30/2015,CHEV,4D,,WHI,996WWL,WI,10300 S. Doty,(773) 568-8495,2775663
10/30/2015,CHEV,LL,TK,BRO,E527433,IL,10300 S. Doty,(773) 568-8495,2775594
10/30/2015,CHEV,VN,TK,TAN,Y804359,IL,701 N. Sacramento,(773) 265-7605,468306
10/30/2015,CHEV,VN,,GRY,Z153569,IL,701 N. Sacramento,(773) 265-7605,6830490
10/30/2015,CHRY,VN,,GRY,E776892,IL,701 N. Sacramento,(773) 265-7605,6830503
10/30/2015,DODG,4D,,GRY,E929312,IL,701 N. Sacramento,(773) 265-7605,6830469
10/30/2015,DODG,LL,,GRY,S870021,IL,10300 S. Doty,(773) 568-8495,2775665
10/30/2015,DODG,PK,TK,MAR,85661FF,IL,701 N. Sacramento,(773) 265-7605,6830506
10/30/2015,DODG,VN,TK,BLK,6893108,IL,701 N. Sacramento,(773) 265-7605,6830499
10/30/2015,DODG,VN,,RED,E864426,IL,701 N. Sacramento,(773) 265-7605,6830500
10/30/2015,DODG,VN,TK,MAR,,IL,10300 S. Doty,(773) 568-8495,2775613
10/30/2015,FORD,4D,,RED,V489758,IL,701 N. Sacramento,(773) 265-7605,6830457
10/30/2015,FORD,4D,,TAN,Y757384,IL,10300 S. Doty,(773) 568-8495,2775691
10/30/2015,FORD,4D,,GRY,292939,IL,10300 S. Doty,(773) 568-8495,2775644
10/30/2015,FORD,4D,,TAN,S123802,IL,10300 S. Doty,(773) 568-8495,2775642
10/30/2015,FORD,LL,TK,WHI,Y914502,IL,10300 S. Doty,(773) 568-8495,2775616
10/30/2015,FORD,LL,,BLU,357S951,IL,701 N. Sacramento,(773) 265-7605,6830471
10/30/2015,FORD,LL,,GRY,K519923,IL,10300 S. Doty,(773) 568-8495,2775702
10/30/2015,FORD,SW,,GRN,788NAH,MN,10300 S. Doty,(773) 785-9752,1715638
10/30/2015,FORD,TR,,WHI,3429584,IL,10300 S. Doty,(773) 568-8495,2775678
10/30/2015,FORD,VN,,TAN,V131926,IL,10300 S. Doty,(773) 568-8495,2775640
10/30/2015,HOND,4D,,PLE,P131071,IL,10300 S. Doty,(773) 568-8495,2775605
10/30/2015,HOND,VN,TK,SIL,Y912483,IL,701 N. Sacramento,(773) 265-7605,6830459
10/30/2015,HOND,VN,,SIL,,,10300 S. Doty,(773) 568-8495,2775609
10/30/2015,HYUN,4D,,BLU,V788604,IL,10300 S. Doty,(773) 568-8495,2775653
10/30/2015,JEEP,LL,,GRN,E675324,IL,10300 S. Doty,(773) 568-8495,2775696
10/30/2015,JEEP,LL,,BLU,V613320,IL,10300 S. Doty,(773) 568-8495,2775625
10/30/2015,KIA,4D,,RED,E419740,IL,10300 S. Doty,(773) 568-8495,2775682
10/30/2015,KIA,VN,,BLK,V758409,IL,701 N. Sacramento,(773) 265-7605,6830467
10/30/2015,LEXS,2D,,RED,DOCTOR4,IL,10300 S. Doty,(773) 568-8495,2775674
10/30/2015,LEXS,4D,,GRY,E346580,IL,701 N. Sacramento,(773) 265-7605,6830476
10/30/2015,LEXS,4D,,BLK,V612135,IL,701 N. Sacramento,(773) 265-7605,6830466
10/30/2015,LINC,4D,,GRY,637XXK,WI,10300 S. Doty,(773) 568-8495,2775595
10/30/2015,MAZD,4D,,SIL,E382482,IL,10300 S. Doty,(773) 568-8495,2775686
10/30/2015,MAZD,4D,,SIL,P432699,IL,701 N. Sacramento,(773) 265-7605,6830508
10/30/2015,MERC,2D,,GRN,V706218,IL,701 N. Sacramento,(773) 265-7605,6830475
10/30/2015,MERC,4D,,GLD,Z147533,IL,701 N. Sacramento,(773) 265-7605,6830501
10/30/2015,MERZ,LL,,GRN,Y705348,IL,701 N. Sacramento,(773) 265-7605,6830438
10/30/2015,NISS,4D,,BLK,Z231954,IL,701 N. Sacramento,(773) 265-7605,6830491
10/30/2015,NISS,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6830498
10/30/2015,NISS,VN,,TAN,FHT1768,TX,10300 S. Doty,(773) 568-8495,2775677
10/30/2015,OLDS,4D,,WHI,356AM,IN,10300 S. Doty,(773) 568-8495,2775636
10/30/2015,OLDS,4D,,BLK,K519682,IL,10300 S. Doty,(773) 568-8495,2775657
10/30/2015,OLDS,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6830486
10/30/2015,OLDS,VN,,BRO,E685602,IL,10300 S. Doty,(773) 568-8495,2775661
10/30/2015,PONT,2D,,GRY,4141BH,IL,10300 S. Doty,(773) 568-8495,2775621
10/30/2015,PONT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2775659
10/30/2015,PONT,4D,,WHI,K397435,IL,10300 S. Doty,(773) 568-8495,2775690
10/30/2015,PONT,LL,,BLK,E394140,IL,10300 S. Doty,(773) 568-8495,2775670
10/30/2015,PONT,VN,,GRY,V326812,IL,10300 S. Doty,(773) 568-8495,2775679
10/30/2015,SATR,4D,,GRY,E392724,IL,10300 S. Doty,(773) 568-8495,2775623
10/30/2015,SATR,4D,,MAR,R392681,IL,701 N. Sacramento,(773) 265-7605,6830483
10/30/2015,TOYT,2D,,BLK,R174276,IL,701 N. Sacramento,(773) 265-7605,6830472
10/30/2015,TOYT,4D,,TAN,V149270,IL,10300 S. Doty,(773) 568-8495,2775660
10/30/2015,TOYT,4D,,BLU,363S176,IL,10300 S. Doty,(773) 568-8495,2775610
